PostCode,NAME_1,NAME_2,NAME_3,NAME_4,PostCode_Name,Surface_Area,Inhabitants,Inhabitants_Density,Average_age,Average_income,Accumulated_purchasing_power,Buildings,Building_Density,Inhabitants_per_Building,Enterprise_Density,Enterprise_Total
2700,Southern Finland,Uusimaa,Helsinki,Kauniainen,02700  Kauniainen (Kauniainen),5543628,9668,1744,42,51360,383045671,1487,268,7,374,2071
2710,Southern Finland,Uusimaa,Helsinki,Espoo,02710  Viherlaakso (Espoo),2651282,5874,2216,43,31223,145936850,947,357,6,455,1206
2720,Southern Finland,Uusimaa,Helsinki,Espoo,02720  Lähderanta (Espoo),1655678,2994,1808,41,32052,75033279,408,246,7,191,316
2730,Southern Finland,Uusimaa,Helsinki,Espoo,02730  Jupperi (Espoo),3380257,4626,1369,41,41284,141893640,1472,435,3,139,470
2740,Southern Finland,Uusimaa,Helsinki,Espoo,02740  Bemböle-Pakankylä (Espoo),29804103,3319,111,35,32012,76957974,790,27,4,138,4124
2750,Southern Finland,Uusimaa,Helsinki,Espoo,02750  Sepänkylä-Kuurinniitty (Espoo),5792011,6499,1122,35,36343,171649240,1101,190,6,118,683
2760,Southern Finland,Uusimaa,Helsinki,Espoo,02760  Tuomarila-Suvela (Espoo),4099624,14262,3479,36,26665,291472705,1170,285,12,320,1311
2770,Southern Finland,Uusimaa,Helsinki,Espoo,02770  Espoon Keskus (Espoo),7755136,10921,1408,38,25875,222498428,1513,195,7,756,5865
2780,Southern Finland,Uusimaa,Helsinki,Espoo,02780  Kauklahti (Espoo),28168264,11795,419,34,33053,274901142,2268,81,5,75,2114
2810,Southern Finland,Uusimaa,Helsinki,Espoo,02810  Gumböle-Karhusuo (Espoo),4352605,1777,408,35,35158,43139276,489,112,4,66,286
2820,Southern Finland,Uusimaa,Helsinki,Espoo,02820  Nupuri-Nuuksio (Espoo),63272110,1569,25,42,35160,43035290,768,12,2,5,319
2860,Southern Finland,Uusimaa,Helsinki,Espoo,02860  Siikajärvi (Espoo),15725519,630,40,44,31174,15649226,311,20,2,10,164
2880,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02880  Veikkola (Kirkkonummi),40354062,5826,144,38,33690,141970467,1832,45,3,23,933
2920,Southern Finland,Uusimaa,Helsinki,Espoo,02920  Niipperi (Espoo),12923102,5643,437,34,33863,131456390,1695,131,3,278,3598
2940,Southern Finland,Uusimaa,Helsinki,Espoo,02940  Lippajärvi-Järvenperä (Espoo),22712425,10384,457,38,32523,254815560,1994,88,5,54,1233
2970,Southern Finland,Uusimaa,Helsinki,Espoo,02970  Kalajärvi (Espoo),28461323,3820,134,38,32388,89455610,1252,44,3,29,813
2980,Southern Finland,Uusimaa,Helsinki,Espoo,02980  Lakisto (Espoo),31113060,261,8,46,26109,6057267,137,4,2,17,527
3100,Southern Finland,Uusimaa,Lohja,Vihti,03100  Nummela (Vihti),78159695,15669,200,41,27992,341390109,3367,43,5,66,5180
3150,Southern Finland,Uusimaa,Lohja,Vihti,03150  Huhmari (Vihti),23502479,748,32,45,29342,17810613,393,17,2,6,148
3220,Southern Finland,Uusimaa,Lohja,Vihti,03220  Tervalampi (Vihti),28318550,566,20,47,29060,13716263,338,12,2,3,84
3250,Southern Finland,Uusimaa,Lohja,Vihti,03250  Ojakkala (Vihti),35873701,1918,53,39,30861,43297814,740,21,3,11,406
3300,Southern Finland,Uusimaa,Lohja,Vihti,03300  Otalampi (Vihti),76325544,2362,31,41,27972,49482331,1076,14,2,5,350
3320,Southern Finland,Uusimaa,Lohja,Vihti,03320  Selki (Vihti),20068682,337,17,43,26145,6797727,174,9,2,4,77
3400,Southern Finland,Uusimaa,Lohja,Vihti,03400  Vihti Kirkonkylä (Vihti),166221787,6303,38,42,27115,132321768,2327,14,3,7,1186
3430,Southern Finland,Uusimaa,Lohja,Vihti,03430  Jokikunta (Vihti),46819781,541,12,40,26454,10766934,247,5,2,2,71
3600,Southern Finland,Uusimaa,Lohja,Karkkila,03600  Karkkila Keskus (Karkkila),170929086,6376,37,46,23544,121982920,2351,14,3,13,2294
3620,Southern Finland,Uusimaa,Lohja,Karkkila,03620  Polari (Karkkila),59960980,2093,35,43,24228,40340044,795,13,3,5,297
3710,Southern Finland,Uusimaa,Lohja,Karkkila,03710  Uusitalo (Karkkila),49229428,205,4,44,25707,4216011,123,2,2,1,46
3790,Southern Finland,Uusimaa,Lohja,Vihti,03790  Vihtijärvi (Vihti),66361149,507,8,45,29835,12053160,264,4,2,1,52
3810,Southern Finland,Uusimaa,Lohja,Nummi-Pusula,03810  Ikkala (Lohja),46090266,559,12,47,24363,11426295,303,7,2,2,81
3850,Southern Finland,Uusimaa,Lohja,Nummi-Pusula,03850  Pusula (Lohja),193989762,1625,8,47,23900,32050394,828,4,2,2,293
3870,Southern Finland,Uusimaa,Lohja,Nummi-Pusula,03870  Hyönölä (Lohja),17043082,191,11,46,27062,4113419,122,7,2,3,48
4130,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,04130  Sipoo (Sipoo),115656344,7832,68,41,29107,178481650,2315,20,3,18,2079
4150,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,04150  Martinkylä (Sipoo),12584512,624,50,44,29729,14656374,348,28,2,15,191
4170,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,04170  Paippinen (Sipoo),50709197,1281,25,41,29232,28383840,600,12,2,3,162
4200,Southern Finland,Uusimaa,Helsinki,Kerava,04200  Kerava Keskus (Kerava),7796822,11984,1537,45,25979,261267112,1538,197,8,545,4250
4220,Southern Finland,Uusimaa,Helsinki,Kerava,04220  Ahjo-Kaskela (Kerava),6796192,5279,777,36,28824,115784268,1062,156,5,375,2549
4230,Southern Finland,Uusimaa,Helsinki,Kerava,04230  Pihkaniitty (Kerava),3862102,7755,2008,40,28491,170008137,1475,382,5,126,486
4240,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,04240  Talma (Sipoo),19182866,1206,63,44,29382,28088742,589,31,2,12,224
4250,Southern Finland,Uusimaa,Helsinki,Kerava,04250  Alikerava (Kerava),8695865,5089,585,39,24279,100465691,597,69,9,356,3098
4260,Southern Finland,Uusimaa,Helsinki,Kerava,04260  Savio (Kerava),6167624,6361,1031,40,26631,135658871,1271,206,5,259,1600
4300,Southern Finland,Uusimaa,Helsinki,Tuusula,04300  Hyrylä (Tuusula),32639870,10361,317,42,30340,245206276,2545,78,4,192,6283
4310,Southern Finland,Uusimaa,Helsinki,Tuusula,04310  Tuusula Keskus (Tuusula),7525292,2557,340,42,36806,72619023,806,107,3,81,612
4320,Southern Finland,Uusimaa,Helsinki,Tuusula,04320  Riihikallio (Tuusula),6476510,4940,763,42,29983,116185687,916,141,5,123,795
4330,Southern Finland,Uusimaa,Helsinki,Tuusula,04330  Lahela (Tuusula),5073534,2339,461,37,34807,58022464,721,142,3,34,174
4340,Southern Finland,Uusimaa,Helsinki,Tuusula,04340  Mattila (Tuusula),3779745,2171,574,41,30836,52945959,572,151,4,52,196
4350,Southern Finland,Uusimaa,Helsinki,Tuusula,04350  Nahkela (Tuusula),18656578,484,26,45,32450,12655499,241,13,2,5,90
4360,Southern Finland,Uusimaa,Helsinki,Tuusula,04360  Ruotsinkylä-Kiilinmäki (Tuusula),26391787,1178,45,42,30637,28431028,674,26,2,73,1916
4370,Southern Finland,Uusimaa,Helsinki,Tuusula,04370  Rusutjärvi (Tuusula),16964196,732,43,43,32292,17986885,348,21,2,7,121
4380,Southern Finland,Uusimaa,Helsinki,Tuusula,04380  Tuomala (Tuusula),16997415,598,35,43,34051,15901938,272,16,2,5,88
4390,Southern Finland,Uusimaa,Helsinki,Tuusula,04390  Jäniksenlinna (Tuusula),14343572,443,31,43,28734,10171833,221,15,2,9,125
4400,Southern Finland,Uusimaa,Helsinki,Järvenpää,04400  Loutti (Järvenpää),9940914,10573,1064,44,27203,242214743,1577,159,7,366,3638
4410,Southern Finland,Uusimaa,Helsinki,Järvenpää,04410  Järvenpää Keskus (Järvenpää),6340402,11485,1811,41,26005,241218178,1759,277,7,486,3083
4420,Southern Finland,Uusimaa,Helsinki,Järvenpää,04420  Kyrölä (Järvenpää),3646558,3962,1087,40,29590,90131573,884,242,4,155,565
4430,Southern Finland,Uusimaa,Helsinki,Järvenpää,04430  Kinnari-Mikonkorpi (Järvenpää),17959307,9321,519,39,30468,218243026,2263,126,4,82,1469
4440,Southern Finland,Uusimaa,Helsinki,Järvenpää,04440  Jamppa (Järvenpää),7606219,4545,598,41,24537,90443075,974,128,5,340,2588
4460,Southern Finland,Uusimaa,Helsinki,Järvenpää,04460  Nummenkylä (Järvenpää),1858031,1965,1058,35,31033,44283865,474,255,4,77,143
4480,Southern Finland,Uusimaa,Helsinki,Järvenpää,04480  Haarajoki (Järvenpää),19687980,2393,122,35,31086,51540487,941,48,3,18,357
4500,Southern Finland,Uusimaa,Helsinki,Tuusula,04500  Kellokoski (Tuusula),35762387,6008,168,38,28428,124855875,2045,57,3,43,1555
4530,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04530  Ohkola (Mäntsälä),50842372,938,18,38,29944,20422032,453,9,2,2,88
4600,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04600  Mäntsälä Keskus (Mäntsälä),34697939,9392,271,43,24971,186056711,2647,76,4,110,3816
4620,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04620  Kaunismäki (Mäntsälä),17886244,2127,119,32,30563,42421259,599,33,4,16,286
4630,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04630  Sääksjärvi (Mäntsälä),68076091,829,12,41,25915,16663421,464,7,2,1,69
4660,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04660  Numminen (Mäntsälä),75493010,1654,22,40,27658,34794384,857,11,2,6,430
4680,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04680  Hirvihaara (Mäntsälä),45485833,656,14,40,27827,13551546,351,8,2,3,120
4740,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04740  Sälinkää (Mäntsälä),96973810,1123,12,44,25271,21884847,625,6,2,2,151
4770,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04770  Sahakylä (Mäntsälä),39054521,211,5,43,25222,4211995,127,3,2,1,30
4820,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04820  Kaukalampi (Mäntsälä),28271291,320,11,38,29293,6561604,145,5,2,1,28
4840,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04840  Hautjärvi (Mäntsälä),35199580,233,7,46,31041,6146087,161,5,1,1,40
4920,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04920  Saarentaus (Mäntsälä),24047938,330,14,41,26766,6798649,193,8,2,6,152
4940,Southern Finland,Uusimaa,Helsinki,Mäntsälä,04940  Levanto (Mäntsälä),20021891,291,15,41,25248,5428240,167,8,2,1,29
5100,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,05100  Röykkä (Nurmijärvi),40546257,2209,54,39,28484,46799790,858,21,3,6,259
5200,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,05200  Rajamäki (Nurmijärvi),63642358,6892,108,38,28515,141377191,2185,34,3,34,2152
5250,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,05250  Kiljava (Nurmijärvi),8121138,173,21,45,24003,3408364,84,10,2,25,204
5400,Southern Finland,Uusimaa,Helsinki,Tuusula,05400  Jokela (Tuusula),31846255,6608,207,40,27800,138417984,2012,63,3,27,857
5430,Southern Finland,Uusimaa,Helsinki,Tuusula,05430  Nuppulinna (Tuusula),17700415,1001,57,42,28889,22360465,475,27,2,6,109
5440,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05440  Hyvinkää (Hyvinkää),4026928,881,219,33,33703,19884515,241,60,4,17,68
5450,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,05450  Nukari (Nurmijärvi),38978219,1060,27,40,28398,22604483,511,13,2,5,204
5460,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05460  Hakalanmäki-Hakala (Hyvinkää),2680016,3208,1197,42,26203,67183294,801,299,4,456,1223
5470,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05470  Palopuro (Hyvinkää),14712822,318,22,45,26247,6719276,159,11,2,3,39
5510,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05510  Päivärinta (Hyvinkää),20873894,454,22,47,27696,10635256,215,10,2,4,80
5620,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05620  Noppo (Hyvinkää),28403902,1265,45,40,29859,28604721,532,19,2,14,387
5720,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05720  Kytäjä (Hyvinkää),75446137,552,7,41,31747,13048006,272,4,2,2,118
5800,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05800  Hyvinkää Keskus (Hyvinkää),49402177,9602,194,48,25166,211944172,1650,33,6,138,6797
5810,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05810  Martti (Hyvinkää),4970612,5765,1160,35,31186,128048589,1245,250,5,164,813
5820,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05820  Mustamännistö (Hyvinkää),48327603,5034,104,40,39108,151974113,1557,32,3,13,631
5830,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05830  Kirjavatolppa-Kruununpuisto (Hyvinkää),4698772,6929,1475,45,27614,158805902,1639,349,4,854,4013
5840,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05840  Hyvinkäänkylä-Vehkoja (Hyvinkää),24883543,3571,144,41,27258,76596224,838,34,4,46,1150
5850,Southern Finland,Uusimaa,Helsinki,Hyvinkää,"05850  Hyvinkää, sairaala-alue (Hyvinkää)",112332,0,0,0,0,0,5,45,0,11697,1314
5860,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05860  Talvisilta (Hyvinkää),1533167,1377,898,43,25525,28306756,302,197,5,42,64
5880,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05880  Paavola-Vaivero (Hyvinkää),6066503,3387,558,44,21817,60979292,427,70,8,62,375
5900,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05900  Vieremä (Hyvinkää),1915999,4146,2164,47,25064,90154078,563,294,7,547,1048
5950,Southern Finland,Uusimaa,Helsinki,Hyvinkää,05950  Ridasjärvi (Hyvinkää),51551061,382,7,45,27533,8370026,223,4,2,3,161
6100,Southern Finland,Eastern Uusimaa,Porvoo,Porvoo,06100  Porvoo Keskus (Porvoo),15752089,18900,1200,44,28524,441690961,3735,237,5,492,7745
6150,Southern Finland,Eastern Uusimaa,Porvoo,Porvoo,06150  Kevätkumpu (Porvoo),8931437,6096,683,41,25677,123505600,1420,159,4,451,4028
6200,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06200  Porvoo itäinen (Porvoo),166036534,2519,15,43,28126,55885444,1329,8,2,2,366
6400,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06400  Gammelbacka (Porvoo),7146238,7350,1029,39,26545,149527735,1488,208,5,109,781
6450,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06450  Eestinmäki-Ernestas (Porvoo),4764472,1996,419,41,29321,46678893,584,123,3,177,845
6500,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06500  Saksala-Suomenkylä (Porvoo),73536191,2065,28,44,29360,48562057,1022,14,2,3,216
6530,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06530  Kerkkoo (Porvoo),19706813,785,40,41,27743,16617850,351,18,2,6,126
6650,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06650  Hamari (Porvoo),1413808,1406,994,42,29961,32657238,503,356,3,76,107
6750,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06750  Tolkkinen (Porvoo),13524358,1865,138,38,31087,41128592,733,54,3,21,287
6830,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06830  Kulloonkylä (Porvoo),35670263,1072,30,42,30727,25196265,525,15,2,4,142
6850,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06850  Kulloo (Porvoo),14639721,23,2,,,,438,30,0,177,2589
6880,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,06880  Kärrby (Sipoo),24416848,340,14,46,28349,8164642,229,9,1,1,32
6950,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,06950  Emäsalo (Porvoo),36772859,368,10,48,26729,8178967,261,7,1,2,80
7110,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07110  Hinthaara (Porvoo),36685001,1489,41,38,30040,32713204,620,17,2,5,176
7130,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07130  Anttila (Porvoo),27053435,653,24,44,26038,13227249,315,12,2,2,65
7150,Southern Finland,Uusimaa,Helsinki,Pornainen,07150  Laukkoski (Pornainen),45165305,1010,22,39,28721,21110114,520,12,2,4,180
7170,Southern Finland,Uusimaa,Helsinki,Pornainen,07170  Keski-Pornainen (Pornainen),44447844,2463,55,40,27216,49478855,982,22,3,12,522
7190,Southern Finland,Uusimaa,Helsinki,Pornainen,07190  Halkia (Pornainen),53370254,1387,26,40,27691,28688302,699,13,2,3,176
7220,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07220  Kaarenkylä (Porvoo),23983354,293,12,44,28294,6592574,164,7,2,1,32
7230,Southern Finland,Eastern Uusimaa,Porvoo,Askola,07230  Monninkylä (Askola),38808070,1593,41,40,26328,30988133,683,18,2,12,475
7280,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07280  Ilola (Porvoo),72875960,887,12,41,27260,18727855,453,6,2,1,78
7310,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07310  Sannainen (Porvoo),16868732,397,24,39,27048,8222451,200,12,2,4,67
7320,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07320  Jakari-Sannäs (Porvoo),26274114,446,17,42,27477,9424456,233,9,2,2,60
7350,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07350  Gäddrag (Porvoo),4031562,75,19,47,29810,1729001,52,13,1,3,12
7360,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07360  Tirmo (Porvoo),6301849,39,6,60,25977,987137,39,6,1,0,0
7370,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07370  Pellinki (Porvoo),15410233,135,9,53,26069,3050039,126,8,1,2,24
7390,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07390  Suurpellinki (Porvoo),9682078,111,11,47,23177,2085908,63,7,2,2,16
7410,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07410  Kråkö (Porvoo),5306627,306,58,49,27798,7116224,209,39,1,6,31
7450,Southern Finland,Eastern Uusimaa,Porvoo,Borgaa lnadskommun (Porvoon maalais,07450  Voolahti (Porvoo),12996759,419,32,43,25636,8459867,238,18,2,6,83
7500,Southern Finland,Eastern Uusimaa,Porvoo,Askola,07500  Askola Kirkonkylä (Askola),19721977,1152,58,40,26513,22881030,425,22,3,17,343
7510,Southern Finland,Eastern Uusimaa,Porvoo,Askola,07510  Vakkola (Askola),27645847,654,24,42,27611,14081840,373,13,2,6,156
7530,Southern Finland,Eastern Uusimaa,Porvoo,Askola,07530  Onkimaa (Askola),36213130,276,8,47,27796,6393097,210,6,1,1,23
7550,Southern Finland,Eastern Uusimaa,Porvoo,Pukkila,07550  Torpinkylä (Pukkila),20126650,292,15,41,25340,5676255,158,8,2,2,47
7560,Southern Finland,Eastern Uusimaa,Porvoo,Pukkila,07560  Pukkila Keskus (Pukkila),84634656,1272,15,45,25003,25352550,680,8,2,4,370
7565,Southern Finland,Eastern Uusimaa,Porvoo,Pukkila,07565  Kantele (Pukkila),40094113,235,6,47,24115,4798934,153,4,2,1,42
7580,Southern Finland,Eastern Uusimaa,Porvoo,Askola,07580  Tiilää (Askola),9041129,67,7,45,26670,1493501,57,6,1,4,32
7590,Southern Finland,Eastern Uusimaa,Porvoo,Askola,07590  Huuvari-Tiilää (Askola),34071648,629,18,42,26949,12908659,330,10,2,4,121
7600,Southern Finland,Eastern Uusimaa,Porvoo,Myrskylä,07600  Myrskylä Keskus (Myrskylä),159011378,1631,10,47,23369,31104751,923,6,2,2,350
7680,Southern Finland,Eastern Uusimaa,Porvoo,Askola,07680  Juornaankylä (Askola),57038931,521,9,43,23938,9982332,300,5,2,1,59
7690,Southern Finland,Eastern Uusimaa,Porvoo,Myrskylä,07690  Kankkila (Myrskylä),28851681,128,4,49,22811,2668894,100,3,1,0,12
7700,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07700  Koskenkylän saha-alue (Loviisa),40960505,1201,29,40,26513,24789732,482,12,2,4,168
7720,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07720  Malmgård (Loviisa),20643142,76,4,50,24772,1709253,59,3,1,1,25
7740,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07740  Gammelby (Loviisa),62041276,421,7,42,28394,9199545,244,4,2,3,162
7750,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07750  Isnäs (Loviisa),70843165,532,8,47,23354,10229066,337,5,2,1,70
7780,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07780  Härkäpää (Loviisa),30131552,160,5,54,27278,3955341,167,6,1,1,24
7800,Southern Finland,Eastern Uusimaa,Loviisa,Lapinjärvi,07800  Lapinjärvi Keskus (Lapinjärvi),29536990,843,29,47,22915,15559533,417,14,2,12,364
7810,Southern Finland,Eastern Uusimaa,Loviisa,Lapinjärvi,07810  Ingermaninkylä (Lapinjärvi),42359764,269,6,45,24213,5375377,201,5,1,2,95
7820,Southern Finland,Eastern Uusimaa,Loviisa,Lapinjärvi,07820  Porlammi (Lapinjärvi),61592766,466,8,49,29064,11422317,338,5,1,2,120
7830,Southern Finland,Eastern Uusimaa,Loviisa,Lapinjärvi,07830  Pukaro (Lapinjärvi),43231383,266,6,44,29602,6393963,200,5,1,2,100
7840,Southern Finland,Eastern Uusimaa,Loviisa,Lapinjärvi,07840  Lindkoski (Lapinjärvi),34902230,203,6,45,25477,4178187,134,4,2,2,60
7850,Southern Finland,Eastern Uusimaa,Loviisa,Lapinjärvi,07850  Heikinkylä (Lapinjärvi),43855906,293,7,49,24806,5953334,174,4,2,1,36
7870,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07870  Skinnarby (Loviisa),50945839,415,8,47,25857,9049785,265,5,2,1,76
7880,Southern Finland,Eastern Uusimaa,Loviisa,Liljendal,07880  Liljendal Keskus (Loviisa),91938364,1017,11,45,24198,19915354,534,6,2,3,283
7890,Southern Finland,Eastern Uusimaa,Porvoo,Myrskylä,07890  Mickelspiltom (Loviisa),35568682,194,5,45,24070,3802995,121,3,2,1,27
7900,Southern Finland,Eastern Uusimaa,Loviisa,Loviisa,07900  Loviisa Keskus (Loviisa),138101943,3983,29,50,23896,81866510,1578,11,3,20,2742
7910,Southern Finland,Eastern Uusimaa,Loviisa,Loviisa,07910  Valko (Loviisa),15990474,1082,68,49,23982,21967265,506,32,2,15,235
7920,Southern Finland,Eastern Uusimaa,Loviisa,Loviisa,07920  Etelä-Harju (Loviisa),1690604,1359,804,48,25951,29505916,492,291,3,59,100
7930,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07930  Pernaja Kirkonkylä (Loviisa),40239944,631,16,45,25797,12898324,342,8,2,2,99
7940,Southern Finland,Eastern Uusimaa,Loviisa,Loviisa,07940  Määrlahti (Loviisa),11480723,949,83,48,22307,18402999,195,17,5,7,79
7945,Southern Finland,Eastern Uusimaa,Loviisa,Pernaja,07945  Kuggom (Loviisa),39192139,457,12,45,25353,9329931,295,8,2,2,61
7955,Southern Finland,Eastern Uusimaa,Loviisa,Ruotsinpyhtää,07955  Tesjoki (Loviisa),70654066,1162,16,45,24968,23219937,561,8,2,3,244
7960,Southern Finland,Eastern Uusimaa,Loviisa,Ruotsinpyhtää,07960  Ahvenkoski (Loviisa),19786700,121,6,51,24638,2636280,104,5,1,1,18
